Entity,Code,Year,Which countries include the inactivated polio vaccine (IPV) in their national vaccination programs?
Bahamas,BHS,1996,Not routinely administered
Bahamas,BHS,1997,Not routinely administered
Bahamas,BHS,1998,Not routinely administered
Bahamas,BHS,1999,Not routinely administered
Bahamas,BHS,2000,Not routinely administered
Bahamas,BHS,2001,Not routinely administered
Bahamas,BHS,2002,Not routinely administered
Bahamas,BHS,2003,Not routinely administered
Bahamas,BHS,2004,Not routinely administered
Bahamas,BHS,2005,Not routinely administered
Bahamas,BHS,2006,Not routinely administered
Bahamas,BHS,2007,Not routinely administered
Bahamas,BHS,2008,Not routinely administered
Bahamas,BHS,2009,Not routinely administered
Bahamas,BHS,2010,Not routinely administered
Bahamas,BHS,2011,Not routinely administered
Bahamas,BHS,2012,Not routinely administered
Bahamas,BHS,2013,Not routinely administered
Bahamas,BHS,2014,Not routinely administered
Bahamas,BHS,2015,Entire country
Bahamas,BHS,2016,Entire country
Bahamas,BHS,2017,Entire country
Bahamas,BHS,2018,Entire country
Bahamas,BHS,2019,Entire country
Bahamas,BHS,2020,Entire country
Bahamas,BHS,2021,Entire country
Bahamas,BHS,2022,Entire country
Bahamas,BHS,2023,Entire country
Bahamas,BHS,2024,Entire country
Bahrain,BHR,1955,Not routinely administered
Bahrain,BHR,1956,Not routinely administered
Bahrain,BHR,1957,Not routinely administered
Bahrain,BHR,1958,Not routinely administered
Bahrain,BHR,1959,Not routinely administered
Bahrain,BHR,1960,Not routinely administered
Bahrain,BHR,1961,Not routinely administered
Bahrain,BHR,1962,Not routinely administered
Bahrain,BHR,1963,Not routinely administered
Bahrain,BHR,1964,Not routinely administered
Bahrain,BHR,1965,Not routinely administered
Bahrain,BHR,1966,Not routinely administered
Bahrain,BHR,1967,Not routinely administered
Bahrain,BHR,1968,Not routinely administered
Bahrain,BHR,1969,Not routinely administered
Bahrain,BHR,1970,Not routinely administered
Bahrain,BHR,1971,Not routinely administered
Bahrain,BHR,1972,Not routinely administered
Bahrain,BHR,1973,Not routinely administered
Bahrain,BHR,1974,Not routinely administered
Bahrain,BHR,1975,Not routinely administered
Bahrain,BHR,1976,Not routinely administered
Bahrain,BHR,1977,Not routinely administered
Bahrain,BHR,1978,Not routinely administered
Bahrain,BHR,1979,Not routinely administered
Bahrain,BHR,1980,Not routinely administered
Bahrain,BHR,1981,Not routinely administered
Bahrain,BHR,1982,Not routinely administered
Bahrain,BHR,1983,Not routinely administered
Bahrain,BHR,1984,Not routinely administered
Bahrain,BHR,1985,Not routinely administered
Bahrain,BHR,1986,Not routinely administered
Bahrain,BHR,1987,Not routinely administered
Bahrain,BHR,1988,Not routinely administered
Bahrain,BHR,1989,Not routinely administered
Bahrain,BHR,1990,Not routinely administered
Bahrain,BHR,1991,Not routinely administered
Bahrain,BHR,1992,Not routinely administered
Bahrain,BHR,1993,Not routinely administered
Bahrain,BHR,1994,Not routinely administered
Bahrain,BHR,1995,Not routinely administered
Bahrain,BHR,1996,Not routinely administered
Bahrain,BHR,1997,Not routinely administered
Bahrain,BHR,1998,Not routinely administered
Bahrain,BHR,1999,Not routinely administered
Bahrain,BHR,2000,Not routinely administered
Bahrain,BHR,2001,Not routinely administered
Bahrain,BHR,2002,Not routinely administered
Bahrain,BHR,2003,Not routinely administered
Bahrain,BHR,2004,Not routinely administered
Bahrain,BHR,2005,Not routinely administered
Bahrain,BHR,2006,Not routinely administered
Bahrain,BHR,2007,Not routinely administered
Bahrain,BHR,2008,Entire country
Bahrain,BHR,2009,Entire country
Bahrain,BHR,2010,Entire country
Bahrain,BHR,2011,Entire country
Bahrain,BHR,2012,Entire country
Bahrain,BHR,2013,Entire country
Bahrain,BHR,2014,Entire country
Bahrain,BHR,2015,Entire country
Bahrain,BHR,2016,Entire country
Bahrain,BHR,2017,Entire country
Bahrain,BHR,2018,Entire country
Bahrain,BHR,2019,Entire country
Bahrain,BHR,2020,Entire country
Bahrain,BHR,2021,Entire country
Bahrain,BHR,2022,Entire country
Bahrain,BHR,2023,Entire country
Bahrain,BHR,2024,Entire country
Bangladesh,BGD,1955,Not routinely administered
Bangladesh,BGD,1956,Not routinely administered
Bangladesh,BGD,1957,Not routinely administered
Bangladesh,BGD,1958,Not routinely administered
Bangladesh,BGD,1959,Not routinely administered
Bangladesh,BGD,1960,Not routinely administered
Bangladesh,BGD,1961,Not routinely administered
Bangladesh,BGD,1962,Not routinely administered
Bangladesh,BGD,1963,Not routinely administered
Bangladesh,BGD,1964,Not routinely administered
Bangladesh,BGD,1965,Not routinely administered
Bangladesh,BGD,1966,Not routinely administered
Bangladesh,BGD,1967,Not routinely administered
Bangladesh,BGD,1968,Not routinely administered
Bangladesh,BGD,1969,Not routinely administered
Bangladesh,BGD,1970,Not routinely administered
Bangladesh,BGD,1971,Not routinely administered
Bangladesh,BGD,1972,Not routinely administered
Bangladesh,BGD,1973,Not routinely administered
Bangladesh,BGD,1974,Not routinely administered
Bangladesh,BGD,1975,Not routinely administered
Bangladesh,BGD,1976,Not routinely administered
Bangladesh,BGD,1977,Not routinely administered
Bangladesh,BGD,1978,Not routinely administered
Bangladesh,BGD,1979,Not routinely administered
Bangladesh,BGD,1980,Not routinely administered
Bangladesh,BGD,1981,Not routinely administered
Bangladesh,BGD,1982,Not routinely administered
Bangladesh,BGD,1983,Not routinely administered
Bangladesh,BGD,1984,Not routinely administered
Bangladesh,BGD,1985,Not routinely administered
Bangladesh,BGD,1986,Not routinely administered
Bangladesh,BGD,1987,Not routinely administered
Bangladesh,BGD,1988,Not routinely administered
Bangladesh,BGD,1989,Not routinely administered
Bangladesh,BGD,1990,Not routinely administered
Bangladesh,BGD,1991,Not routinely administered
Bangladesh,BGD,1992,Not routinely administered
Bangladesh,BGD,1993,Not routinely administered
Bangladesh,BGD,1994,Not routinely administered
Bangladesh,BGD,1995,Not routinely administered
Bangladesh,BGD,1996,Not routinely administered
Bangladesh,BGD,1997,Not routinely administered
Bangladesh,BGD,1998,Not routinely administered
Bangladesh,BGD,1999,Not routinely administered
Bangladesh,BGD,2000,Not routinely administered
Bangladesh,BGD,2001,Not routinely administered
Bangladesh,BGD,2002,Not routinely administered
Bangladesh,BGD,2003,Not routinely administered
Bangladesh,BGD,2004,Not routinely administered
Bangladesh,BGD,2005,Not routinely administered
Bangladesh,BGD,2006,Not routinely administered
Bangladesh,BGD,2007,Not routinely administered
Bangladesh,BGD,2008,Not routinely administered
Bangladesh,BGD,2009,Not routinely administered
Bangladesh,BGD,2010,Not routinely administered
Bangladesh,BGD,2011,Not routinely administered
Bangladesh,BGD,2012,Not routinely administered
Bangladesh,BGD,2013,Not routinely administered
Bangladesh,BGD,2014,Not routinely administered
Bangladesh,BGD,2015,Entire country
Bangladesh,BGD,2016,Entire country
Bangladesh,BGD,2017,Entire country
Bangladesh,BGD,2018,Entire country
Bangladesh,BGD,2019,Entire country
Bangladesh,BGD,2020,Entire country
Bangladesh,BGD,2021,Entire country
Bangladesh,BGD,2022,Entire country
Bangladesh,BGD,2023,Entire country
Bangladesh,BGD,2024,Entire country
Barbados,BRB,1955,Not routinely administered
Barbados,BRB,1956,Not routinely administered
Barbados,BRB,1957,Not routinely administered
Barbados,BRB,1958,Not routinely administered
Barbados,BRB,1959,Not routinely administered
Barbados,BRB,1960,Not routinely administered
Barbados,BRB,1961,Not routinely administered
Barbados,BRB,1962,Not routinely administered
Barbados,BRB,1963,Not routinely administered
Barbados,BRB,1964,Not routinely administered
Barbados,BRB,1965,Not routinely administered
Barbados,BRB,1966,Not routinely administered
Barbados,BRB,1967,Not routinely administered
Barbados,BRB,1968,Not routinely administered
Barbados,BRB,1969,Not routinely administered
Barbados,BRB,1970,Not routinely administered
Barbados,BRB,1971,Not routinely administered
Barbados,BRB,1972,Not routinely administered
Barbados,BRB,1973,Not routinely administered
Barbados,BRB,1974,Not routinely administered
Barbados,BRB,1975,Not routinely administered
Barbados,BRB,1976,Not routinely administered
Barbados,BRB,1977,Not routinely administered
Barbados,BRB,1978,Not routinely administered
Barbados,BRB,1979,Not routinely administered
Barbados,BRB,1980,Not routinely administered
Barbados,BRB,1981,Not routinely administered
Barbados,BRB,1982,Not routinely administered
Barbados,BRB,1983,Not routinely administered
Barbados,BRB,1984,Not routinely administered
Barbados,BRB,1985,Not routinely administered
Barbados,BRB,1986,Not routinely administered
Barbados,BRB,1987,Not routinely administered
Barbados,BRB,1988,Not routinely administered
Barbados,BRB,1989,Not routinely administered
Barbados,BRB,1990,Not routinely administered
Barbados,BRB,1991,Not routinely administered
Barbados,BRB,1992,Not routinely administered
Barbados,BRB,1993,Not routinely administered
Barbados,BRB,1994,Not routinely administered
Barbados,BRB,1995,Not routinely administered
Barbados,BRB,1996,Not routinely administered
Barbados,BRB,1997,Not routinely administered
Barbados,BRB,1998,Not routinely administered
Barbados,BRB,1999,Not routinely administered
Barbados,BRB,2000,Not routinely administered
Barbados,BRB,2001,Not routinely administered
Barbados,BRB,2002,Not routinely administered
Barbados,BRB,2003,Not routinely administered
Barbados,BRB,2004,Not routinely administered
Barbados,BRB,2005,Not routinely administered
Barbados,BRB,2006,Not routinely administered
Barbados,BRB,2007,Not routinely administered
Barbados,BRB,2008,Not routinely administered
Barbados,BRB,2009,Not routinely administered
Barbados,BRB,2010,Not routinely administered
Barbados,BRB,2011,Not routinely administered
Barbados,BRB,2012,Not routinely administered
Barbados,BRB,2013,Not routinely administered
Barbados,BRB,2014,Not routinely administered
Barbados,BRB,2015,Entire country
Barbados,BRB,2016,Entire country
Barbados,BRB,2017,Entire country
Barbados,BRB,2018,Entire country
Barbados,BRB,2019,Entire country
Barbados,BRB,2020,Entire country
Barbados,BRB,2021,Entire country
Barbados,BRB,2022,Entire country
Barbados,BRB,2023,Entire country
Barbados,BRB,2024,Entire country
Belarus,BLR,1991,Entire country
Belarus,BLR,1992,Entire country
Belarus,BLR,1993,Entire country
Belarus,BLR,1994,Entire country
Belarus,BLR,1995,Entire country
Belarus,BLR,1996,Entire country
Belarus,BLR,1997,Entire country
Belarus,BLR,1998,Entire country
Belarus,BLR,1999,Entire country
Belarus,BLR,2000,Entire country
Belarus,BLR,2001,Entire country
Belarus,BLR,2002,Entire country
Belarus,BLR,2003,Entire country
Belarus,BLR,2004,Entire country
Belarus,BLR,2005,Entire country
Belarus,BLR,2006,Entire country
Belarus,BLR,2007,Entire country
Belarus,BLR,2008,Entire country
Belarus,BLR,2009,Entire country
Belarus,BLR,2010,Entire country
Belarus,BLR,2011,Entire country
Belarus,BLR,2012,Entire country
Belarus,BLR,2013,Entire country
Belarus,BLR,2014,Entire country
Belarus,BLR,2015,Entire country
Belarus,BLR,2016,Entire country
Belarus,BLR,2017,Entire country
Belarus,BLR,2018,Entire country
Belarus,BLR,2019,Entire country
Belarus,BLR,2020,Entire country
Belarus,BLR,2021,Entire country
Belarus,BLR,2022,Entire country
Belarus,BLR,2023,Entire country
Belarus,BLR,2024,Entire country
Belgium,BEL,1955,Not routinely administered
Belgium,BEL,1956,Not routinely administered
Belgium,BEL,1957,Not routinely administered
Belgium,BEL,1958,Not routinely administered
Belgium,BEL,1959,Not routinely administered
Belgium,BEL,1960,Not routinely administered
Belgium,BEL,1961,Not routinely administered
Belgium,BEL,1962,Not routinely administered
Belgium,BEL,1963,Not routinely administered
Belgium,BEL,1964,Not routinely administered
Belgium,BEL,1965,Not routinely administered
Belgium,BEL,1966,Not routinely administered
Belgium,BEL,1967,Not routinely administered
Belgium,BEL,1968,Not routinely administered
Belgium,BEL,1969,Not routinely administered
Belgium,BEL,1970,Not routinely administered
Belgium,BEL,1971,Not routinely administered
Belgium,BEL,1972,Not routinely administered
Belgium,BEL,1973,Not routinely administered
Belgium,BEL,1974,Not routinely administered
Belgium,BEL,1975,Not routinely administered
Belgium,BEL,1976,Not routinely administered
Belgium,BEL,1977,Not routinely administered
Belgium,BEL,1978,Not routinely administered
Belgium,BEL,1979,Not routinely administered
Belgium,BEL,1980,Not routinely administered
Belgium,BEL,1981,Not routinely administered
Belgium,BEL,1982,Not routinely administered
Belgium,BEL,1983,Not routinely administered
Belgium,BEL,1984,Not routinely administered
Belgium,BEL,1985,Not routinely administered
Belgium,BEL,1986,Not routinely administered
Belgium,BEL,1987,Not routinely administered
Belgium,BEL,1988,Not routinely administered
Belgium,BEL,1989,Not routinely administered
Belgium,BEL,1990,Not routinely administered
Belgium,BEL,1991,Not routinely administered
Belgium,BEL,1992,Not routinely administered
Belgium,BEL,1993,Not routinely administered
Belgium,BEL,1994,Not routinely administered
Belgium,BEL,1995,Not routinely administered
Belgium,BEL,1996,Not routinely administered
Belgium,BEL,1997,Not routinely administered
Belgium,BEL,1998,Not routinely administered
Belgium,BEL,1999,Not routinely administered
Belgium,BEL,2000,Not routinely administered
Belgium,BEL,2001,Entire country
Belgium,BEL,2002,Entire country
Belgium,BEL,2003,Entire country
Belgium,BEL,2004,Entire country
Belgium,BEL,2005,Entire country
Belgium,BEL,2006,Entire country
Belgium,BEL,2007,Entire country
Belgium,BEL,2008,Entire country
Belgium,BEL,2009,Entire country
Belgium,BEL,2010,Entire country
Belgium,BEL,2011,Entire country
Belgium,BEL,2012,Entire country
Belgium,BEL,2013,Entire country
Belgium,BEL,2014,Entire country
Belgium,BEL,2015,Entire country
Belgium,BEL,2016,Entire country
Belgium,BEL,2017,Entire country
Belgium,BEL,2018,Entire country
Belgium,BEL,2019,Entire country
Belgium,BEL,2020,Entire country
Belgium,BEL,2021,Entire country
Belgium,BEL,2022,Entire country
Belgium,BEL,2023,Entire country
Belgium,BEL,2024,Entire country
Belize,BLZ,1955,Not routinely administered
Belize,BLZ,1956,Not routinely administered
Belize,BLZ,1957,Not routinely administered
Belize,BLZ,1958,Not routinely administered
Belize,BLZ,1959,Not routinely administered
Belize,BLZ,1960,Not routinely administered
Belize,BLZ,1961,Not routinely administered
Belize,BLZ,1962,Not routinely administered
Belize,BLZ,1963,Not routinely administered
Belize,BLZ,1964,Not routinely administered
