code,team,team_gender,country,country_full,country_code,discipline,disciplines_code,events,athletes,coaches,athletes_codes,num_athletes,coaches_codes,num_coaches
ROWMSCULL2-LCZE01,Czechia,M,Czechia,Czechia,CZE,Rowing,ROW,Lightweight Men's Double Sculls,"['SIMANEK Jiri', 'VRASTIL Miroslav']",,"['1891858', '1891860']",2.0,,
ROWMSCULL2-LEGY01,Egypt,M,Egypt,Egypt,EGY,Rowing,ROW,Lightweight Men's Double Sculls,"['MOHAMED KOTA Mohamed', 'ABDELAAL Ahmed']",,"['1972229', '1972171']",2.0,,
ROWMSCULL2-LESP01,Spain,M,Spain,Spain,ESP,Rowing,ROW,Lightweight Men's Double Sculls,"['CARRACEDO FERRERO Dennis', 'HORTA POMBO Caetano Xose']",,"['1879797', '1879811']",2.0,,
ROWMSCULL2-LFRA01,France,M,France,France,FRA,Rowing,ROW,Lightweight Men's Double Sculls,"['BEUREY Hugo', 'LUDWIG Ferdinand']",,"['1558309', '1558324']",2.0,,
ROWMSCULL2-LGRE01,Greece,M,Greece,Greece,GRE,Rowing,ROW,Lightweight Men's Double Sculls,"['PAPAKONSTANTINOU Antonios', 'GKAIDATZIS Petros']",,"['1977132', '1977153']",2.0,,
ROWMSCULL2-LIRL01,Ireland,M,Ireland,Ireland,IRL,Rowing,ROW,Lightweight Men's Double Sculls,"['Mc CARTHY Fintan', 'O DONOVAN Paul']",,"['1543322', '1572444']",2.0,,
ROWMSCULL2-LITA01,Italy,M,Italy,Italy,ITA,Rowing,ROW,Lightweight Men's Double Sculls,"['OPPO Stefano', 'SOARES Gabriel']",,"['1547870', '1547873']",2.0,,
ROWMSCULL2-LJPN01,Japan,M,Japan,Japan,JPN,Rowing,ROW,Lightweight Men's Double Sculls,"['MIYAURA Masayuki', 'FURUTA Naoki']",,"['1890928', '1890927']",2.0,,
ROWMSCULL2-LMEX01,Mexico,M,Mexico,Mexico,MEX,Rowing,ROW,Lightweight Men's Double Sculls,"['CARBALLO NIETO Miguel', 'LOPEZ GARCIA Alexis']",,"['1535267', '1535260']",2.0,,
ROWMSCULL2-LNOR01,Norway,M,Norway,Norway,NOR,Rowing,ROW,Lightweight Men's Double Sculls,"['BENSKE Lars Martin', 'TJOEM Ask Jarl']",,"['1878534', '1878536']",2.0,,
ROWMSCULL2-LSUI01,Switzerland,M,Switzerland,Switzerland,SUI,Rowing,ROW,Lightweight Men's Double Sculls,"['SCHAEUBLE Jan', 'AHUMADA Raphael']",,"['1977843', '1976421']",2.0,,
ROWMSCULL2-LUKR01,Ukraine,M,Ukraine,Ukraine,UKR,Rowing,ROW,Lightweight Men's Double Sculls,"['KHMARA Igor', 'KOVALOV Stanislav']",,"['1897274', '1897270']",2.0,,
ROWMSCULL2-LUZB01,Uzbekistan,M,Uzbekistan,Uzbekistan,UZB,Rowing,ROW,Lightweight Men's Double Sculls,"['NURMATOV Shakhzod', 'SAFAROLIYEV Sobirjon']",,"['1538622', '1538632']",2.0,,
ROWMSCULL2--NED01,Netherlands,M,Netherlands,Netherlands,NED,Rowing,ROW,Men's Double Sculls,"['TWELLAAR Melvin', 'BROENINK Stef']",,"['1965589', '1965588']",2.0,,
ROWMSCULL2--NOR01,Norway,M,Norway,Norway,NOR,Rowing,ROW,Men's Double Sculls,"['HELSETH Martin', 'BORCH Kjetil']",,"['1878521', '1878535']",2.0,,
ROWMSCULL2--NZL01,New Zealand,M,New Zealand,New Zealand,NZL,Rowing,ROW,Men's Double Sculls,"['MANSON Robbie', 'PARRY Jordan']",,"['1927014', '1927017']",2.0,,
ROWMSCULL2--ROU01,Romania,M,Romania,Romania,ROU,Rowing,ROW,Men's Double Sculls,"['CORNEA Andrei Sebastian', 'ENACHE Marian Florian']",,"['1551186', '1551238']",2.0,,
ROWMSCULL2--SRB01,Serbia,M,Serbia,Serbia,SRB,Rowing,ROW,Men's Double Sculls,"['MACKOVIC Martin', 'PIMENOV Nikolaj']",,"['1956493', '1956494']",2.0,,
ROWMSCULL2--USA01,United States of America,M,United States,United States of America,USA,Rowing,ROW,Men's Double Sculls,"['KOSZYK Sorin', 'DAVISON Ben']",,"['1944711', '1944602']",2.0,,
ROWMSCULL4--EST01,Estonia,M,Estonia,Estonia,EST,Rowing,ROW,Men's Quadruple Sculls,"['KUSHTEYN Mikhail', 'RAJA Allar', 'ENDREKSON Tonu', 'POOLAK Johann']",,"['1910465', '1910468', '1910471', '1910481']",4.0,,
ROWMSCULL4--GBR01,Great Britain,M,Great Britain,Great Britain,GBR,Rowing,ROW,Men's Quadruple Sculls,"['BARRAS Thomas', 'DIXON Callum', 'HAYWOOD Matthew', 'THOMAS Graeme']",,"['1901030', '1901057', '1901073', '1901097']",4.0,,
ROWMSCULL4--GER01,Germany,M,Germany,Germany,GER,Rowing,ROW,Men's Quadruple Sculls,"['FINGER Anton', 'APPEL Max', 'NASKE Tim-Ole', 'WOLFF Moritz']",,"['1906480', '1906477', '1906496', '1906514']",4.0,,
ROWMSCULL4--ITA01,Italy,M,Italy,Italy,ITA,Rowing,ROW,Men's Quadruple Sculls,"['CHIUMENTO Luca', 'RAMBALDI Luca', 'PANIZZA Andrea', 'GENTILI Giacomo']",,"['1547863', '1560781', '1547871', '1947115']",4.0,,
ROWMSCULL4--NED01,Netherlands,M,Netherlands,Netherlands,NED,Rowing,ROW,Men's Quadruple Sculls,"['van LIEROP Lennart', 'FLORIJN Finn', 'WIETEN Tone', 'METSEMAKERS Koen']",,"['1965580', '1965600', '1965586', '1965584']",4.0,,
ROWMSCULL4--NOR01,Norway,M,Norway,Norway,NOR,Rowing,ROW,Men's Quadruple Sculls,"['BRUN Kristoffer', 'HELVIG Jan Oscar Stabe', 'JUEL Jonas Slettemark', 'SOLBAKKEN Erik Andre']",,"['1878525', '1878524', '1878529', '1878533']",4.0,,
ROWMSCULL4--POL01,Poland,M,Poland,Poland,POL,Rowing,ROW,Men's Quadruple Sculls,"['CZAJA Dominik', 'BISKUP Mateusz', 'ZIETARSKI Miroslaw', 'BARANSKI Fabian']",,"['1928529', '1928520', '1928551', '1928530']",4.0,,
ROWMSCULL4--ROU01,Romania,M,Romania,Romania,ROU,Rowing,ROW,Men's Quadruple Sculls,"['NUTESCU Leontin', 'LUNGU Andrei', 'HORODISTEANU Florin Bogdan', 'PRUNDEANU Ioan']",,"['1552049', '1552039', '1552033', '1552058']",4.0,,
ROWMSCULL4--SUI01,Switzerland,M,Switzerland,Switzerland,SUI,Rowing,ROW,Men's Quadruple Sculls,"['CONDRAU Dominic', 'PLOCK Jonah', 'BAERLOCHER Scott', 'LANGE Maurin']",,"['1976398', '1977651', '1976436', '1977698']",4.0,,
ROWWCOXED8--AUS01,Australia,W,Australia,Australia,AUS,Rowing,ROW,Women's Eight,"['WERRY Katrina', 'STEPHAN Lucy', 'COX Bronwyn', 'ROWE Georgie', 'SWICK Jacqui', 'PATTEN Giorgia', 'HAWE Sarah', 'BARR Paige', 'VERBUNT Hayley']",,"['1945674', '1945678', '1945647', '1945658', '1945667', '1945659', '1945690', '1945684', '1945663']",9.0,,
ROWWCOXED8--CAN01,Canada,W,Canada,Canada,CAN,Rowing,ROW,Women's Eight,"['SEVICK Jessica', 'FILMER Caileigh', 'MESCHKULEIT Maya', 'GRUCHALLA-WESIERSKI Kasia', 'WASTENEYS Avalon', 'PAYNE Sydney', 'WALKER Kristina', 'DENT Abby', 'KIT Kristen']",,"['1967522', '4031142', '1967515', '1967511', '1967530', '1967517', '1967528', '1967508', '1967514']",9.0,,
ROWWCOXED8--DEN01,Denmark,W,Denmark,Denmark,DEN,Rowing,ROW,Women's Eight,"['VIGILD Nanna', 'MUNCH Caroline', 'HORNNAESS Clara', 'JOHANSEN Sara Maria', 'FOLDAGER Frida Werner', 'MORTENSEN Karen', 'VIKKELSOEE Sofie', 'LAIDLAW Nikoline', 'OESTERGAARD Sophie']",,"['1892502', '1892500', '1892471', '1892490', '1892472', '1892479', '1892474', '1892486', '1892483']",9.0,,
ROWWCOXED8--GBR01,Great Britain,W,Great Britain,Great Britain,GBR,Rowing,ROW,Women's Eight,"['LONG Heidi', 'McKELLAR Rowan', 'DUNFORD Holly', 'FORD Emily', 'IRWIN Lauren', 'STEWART Eve', 'TAYLOR Harriet', 'CAMPBELL-ORDE Annie', 'FIELDMAN Henry']",,"['1901079', '1901080', '1901059', '1901065', '1901077', '1901094', '1901096', '1901044', '1901063']",9.0,,
ROWWCOXED8--ITA01,Italy,W,Italy,Italy,ITA,Rowing,ROW,Women's Eight,"['PELACCHI Giorgia', 'de FILIPPIS Linda', 'GNATTA Alice', 'ROCEK Aisha', 'MONDELLI Elisa', 'TERRAZZI Silvia', 'CODATO Alice', 'BUMBACA Veronica', 'CAPPONI Emanuele']",,"['1560788', '1547911', '1547914', '1547897', '1547894', '1547898', '1560783', '1547877', '1560782']",9.0,,
ROWWCOXED8--ROU01,Romania,W,Romania,Romania,ROU,Rowing,ROW,Women's Eight,"['RUSU Maria Magdalena', 'ANGHEL Roxana', 'BODNAR Ancuta', 'LEHACI Maria', 'ADAM Adriana', 'BERES Amalia', 'VRINCEANU Ioana', 'RADIS Simona', 'PETREANU Victoria Stefania']",,"['1550630', '1550289', '1550303', '1550437', '1550285', '1550294', '1550789', '1550560', '1550542']",9.0,,
ROWWCOXED8--USA01,United States of America,W,United States,United States of America,USA,Rowing,ROW,Women's Eight,"['BRUGGEMAN Molly', 'HEDEMAN Margaret', 'WANAMAKER Maddie', 'SALMONS Regina', 'MUSNICKI Meghan', 'COLLINS Claire', 'COFFEY Olivia', 'BUCK Charlotte', 'CASTAGNA Nina']",,"['1944636', '1944690', '1944614', '1944758', '1944734', '1944650', '1944648', '1944638', '1944601']",9.0,,
ROWWNOCOX2--AUS01,Australia,W,Australia,Australia,AUS,Rowing,ROW,Women's Pair,"['MORRISON Jess', 'McINTYRE Annabelle']",,"['1945670', '1945644']",2.0,,
ROWWNOCOX2--CHI01,Chile,W,Chile,Chile,CHI,Rowing,ROW,Women's Pair,"['ABRAHAM Melita', 'ABRAHAM Antonia']",,"['1935343', '1935342']",2.0,,
ROWWNOCOX2--CZE01,Czechia,W,Czechia,Czechia,CZE,Rowing,ROW,Women's Pair,"['NOVOTNIKOVA Radka', 'FLAMIKOVA Pavlina']",,"['1891851', '1891844']",2.0,,
ROWWNOCOX2--DEN01,Denmark,W,Denmark,Denmark,DEN,Rowing,ROW,Women's Pair,"['RASMUSSEN Hedvig', 'ERICHSEN Fie Udby']",,"['1892489', '1892495']",2.0,,
ROWWNOCOX2--ESP01,Spain,W,Spain,Spain,ESP,Rowing,ROW,Women's Pair,"['BRIZ ZAMORANO Esther', 'CID I CENTELLES Aina']",,"['1879795', '1879798']",2.0,,
ROWWNOCOX2--GBR01,Great Britain,W,Great Britain,Great Britain,GBR,Rowing,ROW,Women's Pair,"['EDWARDS Rebecca', 'BREW Chloe']",,"['1901060', '1901040']",2.0,,
ROWWNOCOX2--GRE01,Greece,W,Greece,Greece,GRE,Rowing,ROW,Women's Pair,"['ANASTASIADOU Evangelia', 'BOURMPOU Christina']",,"['1977114', '1977148']",2.0,,
ROWWNOCOX2--IRL01,Ireland,W,Ireland,Ireland,IRL,Rowing,ROW,Women's Pair,"['KEOGH Aifric', 'MURTAGH Fiona']",,"['1539998', '1539990']",2.0,,
ROWWNOCOX2--LTU01,Lithuania,W,Lithuania,Lithuania,LTU,Rowing,ROW,Women's Pair,"['KRALIKAITE Kamile', 'ADOMAVICIUTE Ieva']",,"['1941858', '1941853']",2.0,,
ROWWNOCOX2--NED01,Netherlands,W,Netherlands,Netherlands,NED,Rowing,ROW,Women's Pair,"['CLEVERING Ymkje', 'MEESTER Veronique']",,"['1965559', '1965556']",2.0,,
ROWWNOCOX2--NZL01,New Zealand,W,New Zealand,New Zealand,NZL,Rowing,ROW,Women's Pair,"['HAINES Kate', 'SHERMAN Alana']",,"['1927029', '1926996']",2.0,,
ROWWNOCOX2--ROU01,Romania,W,Romania,Romania,ROU,Rowing,ROW,Women's Pair,"['VRINCEANU Ioana', 'ANGHEL Roxana']",,"['1550789', '1550289']",2.0,,
ROWWNOCOX2--USA01,United States of America,W,United States,United States of America,USA,Rowing,ROW,Women's Pair,"['CZAJKOWSKI Azja', 'THOENNES Jess']",,"['1944657', '1944765']",2.0,,
ROWWNOCOX4--AUS01,Australia,W,Australia,Australia,AUS,Rowing,ROW,Women's Four,"['ALDERSEY Olympia', 'MITCHELL Jean', 'ALTON Lily', 'GOODMAN Molly']",,"['1945682', '1945669', '1945677', '1945681']",4.0,,
ROWWNOCOX4--CHN01,People's Republic of China,W,China,People's Republic of China,CHN,Rowing,ROW,Women's Four,"['ZHANG Shuxian', 'LIU Xiaoxin', 'WANG Zifeng', 'XU Xingye']",,"['1918423', '1918469', '1918422', '1918470']",4.0,,
ROWWNOCOX4--DEN01,Denmark,W,Denmark,Denmark,DEN,Rowing,ROW,Women's Four,"['STEENSBERG Astrid', 'NIELSEN Frida Sanggaard', 'JOHANNESEN Marie Skytte Hauberg', 'POULSEN Julie']",,"['1892469', '1892476', '1892478', '1892470']",4.0,,
ROWWNOCOX4--GBR01,Great Britain,W,Great Britain,Great Britain,GBR,Rowing,ROW,Women's Four,"['GLOVER Helen', 'BOOTH Esme', 'REDGRAVE Sam', 'SHORTEN Rebecca']",,"['1901028', '1901037', '1901086', '1901092']",4.0,,
ROWWNOCOX4--IRL01,Ireland,W,Ireland,Ireland,IRL,Rowing,ROW,Women's Four,"['MAGNER Imogen', 'LAMBE Eimear', 'LONG Natalie', 'HEGARTY Emily']",,"['1539991', '1544460', '1539992', '1543319']",4.0,,
ROWWNOCOX4--NED01,Netherlands,W,Netherlands,Netherlands,NED,Rowing,ROW,Women's Four,"['OLDENBURG Marloes', 'DRENTH Hermijntje', 'OFFEREINS Tinka', 'BOONSTRA Benthe']",,"['1965560', '1965567', '1965566', '1965557']",4.0,,
ROWWNOCOX4--NZL01,New Zealand,W,New Zealand,New Zealand,NZL,Rowing,ROW,Women's Four,"['GOWLER Jackie', 'SPOORS Phoebe', 'WADDY Davina', 'WILLIAMS Kerri']",,"['1926998', '1927007', '1927003', '1926999']",4.0,,
ROWWNOCOX4--ROU01,Romania,W,Romania,Romania,ROU,Rowing,ROW,Women's Four,"['ADAM Adriana', 'LEHACI Maria', 'RUSU Maria Magdalena', 'BERES Amalia']",,"['1550285', '1550437', '1550630', '1550294']",4.0,,
ROWWNOCOX4--USA01,United States of America,W,United States,United States of America,USA,Rowing,ROW,Women's Four,"['KALLFELZ Emily', 'REELICK Kelsey', 'MAZZIO-MANSON Daisy', 'KNIFTON Kate']",,"['1944702', '1944750', '1944724', '1944707']",4.0,,
ROWWSCULL2--AUS01,Australia,W,Australia,Australia,AUS,Rowing,ROW,Women's Double Sculls,"['BATEMAN Amanda', 'HUDSON Harriet']",,"['1945641', '1945661']",2.0,,
ROWWSCULL2--CHN01,People's Republic of China,W,China,People's Republic of China,CHN,Rowing,ROW,Women's Double Sculls,"['SHEN Shuangmei', 'LU Shiyu']",,"['1918468', '1918421']",2.0,,
ROWWSCULL2--CZE01,Czechia,W,Czechia,Czechia,CZE,Rowing,ROW,Women's Double Sculls,"['SANTRUCKOVA Anna', 'LUKSOVA Lenka']",,"['1891857', '1891846']",2.0,,
ROWWSCULL2--FRA01,France,W,France,France,FRA,Rowing,ROW,Women's Double Sculls,"['RAVERA SCARAMOZZINO Elodie', 'LUNATTI Emma']",,"['1558333', '1558326']",2.0,,
ROWWSCULL2--GBR01,Great Britain,W,Great Britain,Great Britain,GBR,Rowing,ROW,Women's Double Sculls,"['HODGKINS BYRNE Mathilda', 'WILDE Rebecca']",,"['1901075', '1901099']",2.0,,
ROWWSCULL2--IRL01,Ireland,W,Ireland,Ireland,IRL,Rowing,ROW,Women's Double Sculls,"['HYDE Zoe', 'BERGIN Alison']",,"['1544461', '1543320']",2.0,,
ROWWSCULL2--ITA01,Italy,W,Italy,Italy,ITA,Rowing,ROW,Women's Double Sculls,"['GUERRA Clara', 'GOBBI Stefania']",,"['1547866', '1547865']",2.0,,
ROWWSCULL2-LARG01,Argentina,W,Argentina,Argentina,ARG,Rowing,ROW,Lightweight Women's Double Sculls,"['BALUZZO CHIARUZZO Sonia', 'SILVESTRO Evelyn']",,"['1892797', '1893011']",2.0,,
ROWWSCULL2-LAUT01,Austria,W,Austria,Austria,AUT,Rowing,ROW,Lightweight Women's Double Sculls,"['ALTENHUBER Louisa', 'TIEFENTHALER Lara']",,"['1558205', '1558224']",2.0,,
ROWWSCULL2-LCAN01,Canada,W,Canada,Canada,CAN,Rowing,ROW,Lightweight Women's Double Sculls,"['MOFFATT Jill', 'CASSON Jenny']",,"['1967516', '1967497']",2.0,,
ROWWSCULL2-LCHN01,People's Republic of China,W,China,People's Republic of China,CHN,Rowing,ROW,Lightweight Women's Double Sculls,"['ZOU Jiaqi', 'QIU Xiuping']",,"['1918420', '1918419']",2.0,,
ROWWSCULL2-LFRA01,France,W,France,France,FRA,Rowing,ROW,Lightweight Women's Double Sculls,"['TARANTOLA Laura', 'BOVE Claire']",,"['1558339', '1558312']",2.0,,
ROWWSCULL2-LGBR01,Great Britain,W,Great Britain,Great Britain,GBR,Rowing,ROW,Lightweight Women's Double Sculls,"['CRAIG Emily', 'GRANT Imogen']",,"['1901048', '1901071']",2.0,,
ROWWSCULL2-LGRE01,Greece,W,Greece,Greece,GRE,Rowing,ROW,Lightweight Women's Double Sculls,"['KONTOU Dimitra', 'FITSIOU Zoi']",,"['1977101', '1977159']",2.0,,
ROWWSCULL2-LIRI01,Islamic Republic of Iran,W,IR Iran,Islamic Republic of Iran,IRI,Rowing,ROW,Lightweight Women's Double Sculls,"['JAVER Mahsa', 'NOROUZI TAZEH KAND Zeinab']",,"['1538386', '1538396']",2.0,,
ROWWSCULL2-LIRL01,Ireland,W,Ireland,Ireland,IRL,Rowing,ROW,Lightweight Women's Double Sculls,"['CASEY Aoife', 'CREMEN Margaret']",,"['1539993', '1544462']",2.0,,
ROWWSCULL2-LJPN01,Japan,W,Japan,Japan,JPN,Rowing,ROW,Lightweight Women's Double Sculls,"['HIROUCHI Emi', 'OISHI Ayami']",,"['1890919', '1890957']",2.0,,
ROWWSCULL2-LNZL01,New Zealand,W,New Zealand,New Zealand,NZL,Rowing,ROW,Lightweight Women's Double Sculls,"['COX Shannon', 'KIDDLE Jackie']",,"['1926994', '1927002']",2.0,,
ROWWSCULL2-LPER01,Peru,W,Peru,Peru,PER,Rowing,ROW,Lightweight Women's Double Sculls,"['PALACIOS Alessia', 'PALACIOS Valeria']",,"['1935604', '1935608']",2.0,,
ROWWSCULL2-LPOL01,Poland,W,Poland,Poland,POL,Rowing,ROW,Lightweight Women's Double Sculls,"['RADOSZ Martyna', 'WELNA Katarzyna']",,"['1928516', '1928517']",2.0,,
ROWWSCULL2-LROU01,Romania,W,Romania,Romania,ROU,Rowing,ROW,Lightweight Women's Double Sculls,"['van GRONINGEN Gianina Elena', 'COZMIUC Ionela Livia']",,"['1550661', '1550384']",2.0,,
ROWWSCULL2--LTU01,Lithuania,W,Lithuania,Lithuania,LTU,Rowing,ROW,Women's Double Sculls,"['KARALIENE Donata', 'RIMKUTE Dovile']",,"['1940432', '1940482']",2.0,,
ROWWSCULL2-LTUN01,Tunisia,W,Tunisia,Tunisia,TUN,Rowing,ROW,Lightweight Women's Double Sculls,"['KRIMI Khadija', 'DHAOUADI Selma']",,"['1909452', '1920707']",2.0,,
ROWWSCULL2-LUSA01,United States of America,W,United States,United States of America,USA,Rowing,ROW,Lightweight Women's Double Sculls,"['RECKFORD Molly', 'SECHSER Michelle']",,"['1944612', '1944760']",2.0,,
ROWWSCULL2--NED01,Netherlands,W,Netherlands,Netherlands,NED,Rowing,ROW,Women's Double Sculls,"['SCHEENAARD Lisa', 'VELDHUIS Martine']",,"['1965568', '1965570']",2.0,,
ROWWSCULL2--NOR01,Norway,W,Norway,Norway,NOR,Rowing,ROW,Women's Double Sculls,"['HELSETH Thea', 'KAVLIE Inger Seim']",,"['1878523', '1878532']",2.0,,
ROWWSCULL2--NZL01,New Zealand,W,New Zealand,New Zealand,NZL,Rowing,ROW,Women's Double Sculls,"['FRANCIS Brooke', 'SPOORS Lucy']",,"['1927028', '1927024']",2.0,,
ROWWSCULL2--ROU01,Romania,W,Romania,Romania,ROU,Rowing,ROW,Women's Double Sculls,"['BODNAR Ancuta', 'RADIS Simona']",,"['1550303', '1550560']",2.0,,
ROWWSCULL2--USA01,United States of America,W,United States,United States of America,USA,Rowing,ROW,Women's Double Sculls,"['VITAS Sophia', 'WAGNER Kristi']",,"['1944770', '1944771']",2.0,,
ROWWSCULL4--AUS01,Australia,W,Australia,Australia,AUS,Rowing,ROW,Women's Quadruple Sculls,"['THOMPSON Ria', 'MEREDITH Rowena', 'GOURLEY Laura', 'CRONIN Caitlin']",,"['1945686', '1945688', '1945676', '1945648']",4.0,,
ROWWSCULL4--CHN01,People's Republic of China,W,China,People's Republic of China,CHN,Rowing,ROW,Women's Quadruple Sculls,"['CHEN Yunxia', 'ZHANG Ling', 'LYU Yang', 'CUI Xiaotong']",,"['1918424', '1918427', '1918426', '1918425']",4.0,,
ROWWSCULL4--GBR01,Great Britain,W,Great Britain,Great Britain,GBR,Rowing,ROW,Women's Quadruple Sculls,"['HENRY Lauren', 'SCOTT Hannah', 'ANDERSON Lola', 'BRAYSHAW Georgina']",,"['1901074', '1901091', '1901027', '1901039']",4.0,,
ROWWSCULL4--GER01,Germany,W,Germany,Germany,GER,Rowing,ROW,Women's Quadruple Sculls,"['VOELZ Maren', 'SCHENDEKEHL Tabea', 'MENZEL Leonie', 'GREITEN Pia']",,"['1906511', '1906506', '1906494', '1906483']",4.0,,
ROWWSCULL4--NED01,Netherlands,W,Netherlands,Netherlands,NED,Rowing,ROW,Women's Quadruple Sculls,"['YOUSSIFOU Laila', 'PAULIS Bente', 'de JONG Roos', 'DULLEMANS Tessa']",,"['1965563', '1965565', '1965572', '1965573']",4.0,,
ROWWSCULL4--ROU01,Romania,W,Romania,Romania,ROU,Rowing,ROW,Women's Quadruple Sculls,"['MOROSAN Ioana Madalina', 'CIOTAU Emanuela Ioana', 'UNGUREANU Alexandra', 'CIRES Patricia']",,"['1550531', '1550324', '1550644', '1550329']",4.0,,
